"y"
-1.48228805933766
-1.49342163974018
-1.50455522014276
-1.51568880054534
-1.52682238094793
-1.53795596135051
-1.54908954175309
-1.56022312215567
-1.57135670255825
-1.58249028296084
-1.59362386336342
-1.604757443766
-1.61589102416859
-1.62702460457117
-1.63815818497375
-1.64929176537633
-1.66042534577892
-1.6715589261815
-1.68269250658408
-1.69382608698666
-1.70495966738924
-1.71609324779183
-1.72722682819441
-1.73836040859699
-1.74949398899957
-1.76062756940216
-1.77176114980474
-1.78289473020732
-1.7940283106099
-1.80516189101249
-1.81629547141507
-1.82742905181765
-1.83856263222023
-1.84969621262281
-1.8608297930254
-1.87196337342798
-1.88309695383056
-1.89423053423314
-1.90536411463573
-1.91649769503831
-1.92763127544089
-1.93876485584348
-1.94989843624606
-1.96103201664864
-1.97216559705122
-1.9832991774538
-1.99443275785639
-2.00556633825897
-2.01669991866155
-2.02783349906413
-2.03896707946671
-2.0501006598693
-2.06123424027188
-2.07236782067446
-2.08350140107705
-2.09463498147963
-2.10576856188221
-2.11690214228479
-2.12803572268738
-2.13916930308996
-2.15030288349254
-2.16143646389512
-2.1725700442977
-2.18370362470029
-2.19483720510287
-2.20597078550545
-2.21710436590803
-2.22823794631062
-2.2393715267132
-2.25050510711578
-2.26163868751836
-2.27277226792095
-2.28390584832353
-2.29503942872611
-2.30617300912869
-2.31730658953128
-2.32844016993386
-2.33957375033644
-2.35070733073902
-2.3618409111416
-2.37297449154419
-2.38410807194677
-2.39524165234935
-2.40637523275193
-2.41750881315452
-2.4286423935571
-2.43977597395968
-2.45090955436226
-2.46204313476485
-2.47317671516743
-2.48431029557001
-2.49544387597259
-2.50657745637518
-2.51771103677776
-2.52884461718034
-2.53997819758292
-2.55111177798551
-2.56224535838809
-2.57337893879067
-2.58451251919325
-2.59564609959583
-2.60677967999842
-2.617913260401
-2.62904684080358
-2.64018042120616
-2.65131400160875
-2.66244758201133
-2.67358116241391
-2.68471474281649
-2.69584832321908
-2.70698190362166
-2.71811548402424
-2.72924906442682
-2.7403826448294
-2.75151622523199
-2.76264980563457
-2.77378338603715
-2.78491696643973
-2.79605054684232
-2.8071841272449
-2.81831770764748
