,x,y
0,-4.586251749852515,0.6521310299017303
1,-4.580659907245052,0.647300781544663
2,-4.57506806463759,0.6424705331875964
3,-4.5694762220301275,0.637640284830529
4,-4.563884379422666,0.6328100364734625
5,-4.558292536815203,0.6279797881163951
6,-4.552700694207741,0.6231495397593285
7,-4.547108851600278,0.6183192914022612
8,-4.541517008992816,0.6134890430451946
9,-4.535925166385353,0.6086587946881272
10,-4.530333323777891,0.6038285463310606
11,-4.5247414811704285,0.5989982979739933
12,-4.519149638562967,0.5941680496169267
13,-4.513557795955504,0.5893378012598594
14,-4.507965953348041,0.5845075529027921
15,-4.502374110740579,0.5796773045457255
16,-4.496782268133116,0.5748470561886582
17,-4.491190425525654,0.5700168078315916
18,-4.4855985829181915,0.5651865594745242
19,-4.4800067403107295,0.5603563111174577
20,-4.474414897703267,0.5555260627603903
21,-4.468823055095805,0.5506958144033237
22,-4.463231212488342,0.5458655660462564
23,-4.45763936988088,0.5410353176891898
24,-4.452047527273417,0.5362050693321224
25,-4.446455684665955,0.5313748209750558
26,-4.4408638420584925,0.5265445726179885
27,-4.435271999451031,0.5217143242609219
28,-4.429680156843568,0.5168840759038545
29,-4.424088314236105,0.5120538275467872
30,-4.418496471628643,0.5072235791897206
31,-4.41290462902118,0.5023933308326533
32,-4.407312786413718,0.49756308247558667
33,-4.4017209438062554,0.4927328341185193
34,-4.3961291011987935,0.48790258576145273
35,-4.390537258591331,0.4830723374043854
36,-4.384945415983869,0.4782420890473188
37,-4.379353573376406,0.47341184069025144
38,-4.373761730768944,0.46858159233318486
39,-4.368169888161481,0.4637513439761175
40,-4.362578045554018,0.4589210956190502
41,-4.3569862029465565,0.4540908472619836
42,-4.351394360339094,0.44926059890491626
43,-4.345802517731632,0.4444303505478497
44,-4.340210675124169,0.4396001021907823
45,-4.334618832516707,0.43476985383371575
46,-4.329026989909244,0.42993960547664845
47,-4.323435147301782,0.42510935711958187
48,-4.317843304694319,0.4202791087625145
49,-4.3122514620868575,0.41544886040544793
50,-4.306659619479395,0.41061861204838057
51,-4.301067776871933,0.405788363691314
52,-4.29547593426447,0.40095811533424663
53,-4.289884091657008,0.39612786697718005
54,-4.284292249049545,0.3915275301095403
55,-4.278700406442082,0.38808041435561863
56,-4.2731085638346205,0.3846332986016975
57,-4.267516721227158,0.3811861828477758
58,-4.261924878619696,0.37773906709385463
59,-4.256333036012233,0.3742919513399329
60,-4.250741193404771,0.3708448355860118
61,-4.245149350797308,0.3673977198320901
62,-4.239557508189846,0.3639506040781689
63,-4.233965665582383,0.3605034883242473
64,-4.2283738229749215,0.35705637257032613
65,-4.222781980367459,0.3536092568164044
66,-4.217190137759997,0.3501621410624833
67,-4.211598295152534,0.3467150253085616
68,-4.206006452545072,0.3432679095546404
69,-4.200414609937609,0.3398207938007187
70,-4.194822767330146,0.3363736780467971
71,-4.189230924722684,0.3329265622928759
72,-4.183639082115222,0.3294794465389542
73,-4.17804723950776,0.3260323307850331
74,-4.172455396900297,0.32258521503111137
75,-4.166863554292835,0.3191380992771902
76,-4.161271711685372,0.3156909835232685
77,-4.15567986907791,0.3122438677693474
78,-4.150088026470447,0.3087967520154257
79,-4.1444961838629855,0.3053496362615046
80,-4.138904341255523,0.30190252050758287
81,-4.13331249864806,0.29845540475366117
82,-4.127720656040598,0.2950082889997401
83,-4.122128813433135,0.2915611732458184
84,-4.116536970825673,0.2881140574918972
85,-4.11094512821821,0.2846669417379755
86,-4.105353285610748,0.27596955126316663
87,-4.099761443003286,0.26474984314619504
88,-4.094169600395824,0.2535301350292253
89,-4.088577757788361,0.24231042691225368
90,-4.082985915180899,0.23109071879528392
91,-4.077394072573436,0.21987101067831233
92,-4.071802229965974,0.20865130256134257
93,-4.066210387358511,0.19743159444437097
94,-4.060618544751049,0.18621188632740118
95,-4.055026702143587,0.17499217821042962
96,-4.049434859536124,0.16377247009345805
97,-4.043843016928662,0.15255276197648826
98,-4.038251174321199,0.1413330538595167
99,-4.032659331713737,0.1301133457425469
100,-4.027067489106274,0.11889363762557534
101,-4.021475646498812,0.10767392950860555
102,-4.01588380389135,0.09645422139163395
103,-4.010291961283888,0.08523451327466416
104,-4.004700118676425,0.0740148051576926
105,-3.9991082760689625,0.06279509704072192
106,-3.9935164334615,0.05157538892375124
107,-3.9879245908540377,0.040355680806780564
108,-3.9823327482465753,0.02872399444998619
109,-3.976740905639113,0.016265069152731678
110,-3.9711490630316506,0.003806143855477166
111,-3.9655572204241882,-0.008652781441777349
112,-3.959965377816726,-0.021111706739031857
113,-3.954373535209263,-0.033570632036287365
114,-3.948781692601801,-0.04602955733354089
115,-3.9431898499943383,-0.05848848263079638
116,-3.9375980073868764,-0.0709474079280499
117,-3.9320061647794136,-0.08340633322530541
118,-3.926414322171951,-0.09586525852255992
119,-3.920822479564489,-0.10832418381981443
120,-3.9152306369570264,-0.12078310911706894
121,-3.909638794349564,-0.13324203441432347
122,-3.9040469517421017,-0.14570095971157798
123,-3.8984551091346393,-0.1581598850088325
124,-3.892863266527177,-0.170618810306087
125,-3.8872714239197146,-0.1831253387598933
126,-3.881679581312252,-0.22137381626472885
127,-3.87608773870479,-0.25962229376956436
128,-3.870495896097327,-0.297870771274403
129,-3.864904053489865,-0.33611924877923544
130,-3.8593122108824023,-0.374367726284074
131,-3.85372036827494,-0.4126162037889095
132,-3.8481285256674775,-0.450864681293745
133,-3.842536683060015,-0.48911315879858064
134,-3.836944840452553,-0.5273616363034161
135,-3.8313529978450904,-0.5656101138082517
136,-3.825761155237628,-0.6038585913130872
137,-3.8201693126301657,-0.6421070688179227
138,-3.8145774700227033,-0.6803555463227583
139,-3.808985627415241,-0.7186040238275938
140,-3.8033937848077786,-0.6939184464355262
141,-3.7978019422003158,-0.657397715485478
142,-3.792210099592854,-0.6208769845354354
143,-3.786618256985391,-0.5843562535853871
144,-3.7810264143779286,-0.5478355226353417
145,-3.7754345717704663,-0.5113147916852963
146,-3.769842729163004,-0.4747940607352509
147,-3.7642508865555415,-0.4382733297852055
148,-3.758659043948079,-0.40175259883516007
149,-3.7530672013406168,-0.3652318678851147
150,-3.7474753587331544,-0.32871113693506926
151,-3.741883516125692,-0.2921904059850239
152,-3.7362916735182297,-0.2619807108701275
153,-3.7306998309107673,-0.23271832123169153
154,-3.7251079883033045,-0.20345593159325326
155,-3.7195161456958425,-0.17419354195481965
